city,lat,lon,datetime,aqi,pm2_5,pm10,no2,so2,o3,co,date
Mumbai,18.9582,72.8321,2025-12-21 23:30:00,5,77.94,87.57,1.19,6.3,146.99,306.59,2025-12-21
Mumbai,18.9582,72.8321,2025-12-22 00:30:00,5,82.04,92.88,1.57,8.54,146.47,333.12,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 01:30:00,5,85.47,97.67,1.88,10.01,144.77,353.32,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 02:30:00,5,87.7,101.01,2.17,10.89,141.4,368.75,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 03:30:00,5,88.6,102.31,2.44,11.49,135.97,379.7,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 04:30:00,5,89.67,103.87,2.74,12.17,127.75,393.48,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 05:30:00,5,91.89,106.43,3.03,13.07,118.4,414.2,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 06:30:00,5,94.69,109.25,3.23,13.52,109.86,435.97,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 07:30:00,5,96.86,111.17,3.2,13.04,104.52,449.86,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 08:30:00,5,97.64,111.2,3.41,11.61,103.31,449.86,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 09:30:00,5,97.46,109.51,3.22,9.14,108.02,431.65,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 10:30:00,5,98.65,109.17,2.66,6.93,118.46,409.72,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 11:30:00,5,101.32,110.72,2.0,5.46,131.54,390.99,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 12:30:00,5,104.73,113.34,1.48,4.6,144.1,375.4,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 13:30:00,5,107.9,116.17,1.22,4.17,151.58,368.25,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 14:30:00,5,110.51,118.5,1.15,4.13,157.58,364.28,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 15:30:00,5,113.15,120.96,1.19,4.45,163.94,363.53,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 16:30:00,5,114.49,122.28,1.28,4.81,167.75,361.4,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 17:30:00,5,114.61,122.53,1.38,4.98,169.44,358.11,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 18:30:00,5,114.26,122.36,1.31,4.96,170.62,356.73,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 19:30:00,5,115.52,124.25,1.12,5.33,170.81,362.91,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 20:30:00,5,119.19,129.01,1.14,6.56,172.37,383.41,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 21:30:00,5,125.01,136.53,1.3,8.61,175.18,416.84,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 22:30:00,5,132.14,145.69,1.53,11.01,179.35,456.88,2025-12-22
Mumbai,18.9582,72.8321,2025-12-22 23:30:00,5,139.05,154.58,1.82,13.3,183.12,494.37,2025-12-22
Mumbai,18.9582,72.8321,2025-12-23 00:30:00,5,142.11,158.71,2.13,14.82,183.7,514.19,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 01:30:00,5,141.63,159.14,2.49,15.53,178.83,523.59,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 02:30:00,5,139.54,157.86,2.95,16.63,168.31,526.29,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 03:30:00,5,136.5,154.93,3.43,18.43,153.59,522.94,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 04:30:00,5,135.17,153.85,3.97,21.08,136.33,530.46,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 05:30:00,5,135.33,154.57,4.53,23.87,118.91,550.9,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 06:30:00,5,134.44,153.96,5.02,25.41,103.74,575.73,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 07:30:00,5,130.92,150.44,5.37,24.81,92.73,591.09,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 08:30:00,5,124.78,143.44,6.21,22.47,87.51,586.95,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 09:30:00,5,118.1,134.76,6.19,18.89,91.01,559.09,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 10:30:00,5,114.79,129.12,5.14,15.53,105.71,521.54,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 11:30:00,5,115.44,127.72,3.66,13.03,126.0,484.57,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 12:30:00,5,116.3,126.32,2.36,10.66,146.63,438.66,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 13:30:00,5,118.52,127.37,1.69,9.22,159.29,413.0,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 14:30:00,5,120.71,128.94,1.43,8.51,167.34,398.9,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 15:30:00,5,122.46,130.23,1.34,8.11,174.4,390.28,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 16:30:00,5,121.98,129.35,1.37,7.78,178.46,380.44,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 17:30:00,5,119.54,126.64,1.45,7.39,180.06,368.96,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 18:30:00,5,116.64,123.69,1.47,7.27,180.64,362.57,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 19:30:00,5,115.08,122.63,1.29,7.78,181.7,367.71,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 20:30:00,5,115.03,123.55,1.23,8.84,183.12,383.05,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 21:30:00,5,117.3,127.31,1.3,10.15,184.76,403.07,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 22:30:00,5,121.22,133.17,1.39,11.34,186.55,418.95,2025-12-23
Mumbai,18.9582,72.8321,2025-12-23 23:30:00,5,122.92,136.9,1.58,12.78,183.5,424.04,2025-12-23
Mumbai,18.9582,72.8321,2025-12-24 00:30:00,5,120.26,135.15,2.0,15.56,172.29,419.96,2025-12-24
Mumbai,18.9582,72.8321,2025-12-24 01:30:00,5,115.66,131.47,2.59,18.45,155.34,428.44,2025-12-24
Mumbai,18.9582,72.8321,2025-12-24 02:30:00,5,110.66,126.72,3.36,21.1,136.74,446.06,2025-12-24
Mumbai,18.9582,72.8321,2025-12-24 03:30:00,5,105.17,121.24,4.24,23.06,118.22,465.3,2025-12-24
Mumbai,18.9582,72.8321,2025-12-24 04:30:00,5,102.23,118.79,5.02,24.0,103.3,491.0,2025-12-24
Mumbai,18.9582,72.8321,2025-12-24 05:30:00,5,100.85,117.88,5.4,23.37,93.23,513.29,2025-12-24
Mumbai,18.9582,72.8321,2025-12-24 06:30:00,5,96.62,113.43,5.2,20.49,87.28,509.98,2025-12-24
Mumbai,18.9582,72.8321,2025-12-24 07:30:00,5,88.07,102.97,4.6,16.21,84.86,473.13,2025-12-24
Mumbai,18.9582,72.8321,2025-12-24 08:30:00,5,77.51,89.93,4.43,11.93,85.87,415.19,2025-12-24
Mumbai,18.9582,72.8321,2025-12-24 09:30:00,4,68.69,78.57,3.83,8.47,91.47,354.14,2025-12-24
Mumbai,18.9582,72.8321,2025-12-24 10:30:00,4,65.12,73.13,2.95,6.41,101.61,311.68,2025-12-24
Mumbai,18.9582,72.8321,2025-12-24 11:30:00,4,66.37,73.29,2.12,5.6,114.5,290.29,2025-12-24
Mumbai,18.9582,72.8321,2025-12-24 12:30:00,4,70.25,76.34,1.49,5.26,127.74,278.07,2025-12-24
Mumbai,18.9582,72.8321,2025-12-24 13:30:00,4,74.1,79.69,1.16,5.05,136.85,271.88,2025-12-24
Mumbai,18.9582,72.8321,2025-12-24 14:30:00,5,77.38,82.62,1.04,4.94,143.36,268.63,2025-12-24
Mumbai,18.9582,72.8321,2025-12-24 15:30:00,5,80.59,85.77,1.06,4.83,148.33,269.18,2025-12-24
Mumbai,18.9582,72.8321,2025-12-24 16:30:00,5,82.59,87.82,1.15,4.64,150.17,270.35,2025-12-24
Mumbai,18.9582,72.8321,2025-12-24 17:30:00,5,82.9,87.99,1.26,4.49,150.15,266.72,2025-12-24
Mumbai,18.9582,72.8321,2025-12-24 18:30:00,5,82.47,87.47,1.23,4.45,150.19,260.0,2025-12-24
Mumbai,18.9582,72.8321,2025-12-24 19:30:00,5,82.98,88.49,1.07,4.88,150.08,261.3,2025-12-24
Mumbai,18.9582,72.8321,2025-12-24 20:30:00,5,85.77,92.52,1.15,6.29,152.79,278.9,2025-12-24
Mumbai,18.9582,72.8321,2025-12-24 21:30:00,5,89.97,98.51,1.33,8.21,156.24,303.89,2025-12-24
Mumbai,18.9582,72.8321,2025-12-24 22:30:00,5,93.22,103.83,1.56,10.07,157.32,324.85,2025-12-24
Mumbai,18.9582,72.8321,2025-12-24 23:30:00,5,94.07,106.48,1.94,12.17,154.21,340.32,2025-12-24
Mumbai,18.9582,72.8321,2025-12-25 00:30:00,5,90.39,103.08,2.52,14.48,145.18,344.51,2025-12-25
Mumbai,18.9582,72.8321,2025-12-25 01:30:00,5,87.17,100.33,3.2,16.93,133.56,353.23,2025-12-25
Mumbai,18.9582,72.8321,2025-12-25 02:30:00,5,85.41,99.29,3.99,19.9,120.94,373.8,2025-12-25
Mumbai,18.9582,72.8321,2025-12-25 03:30:00,5,84.37,98.55,4.74,22.73,108.71,398.26,2025-12-25
Mumbai,18.9582,72.8321,2025-12-25 04:30:00,5,84.34,98.66,5.3,24.82,98.02,425.21,2025-12-25
Mumbai,18.9582,72.8321,2025-12-25 05:30:00,5,85.25,100.3,5.6,25.94,89.67,450.77,2025-12-25
Mumbai,18.9582,72.8321,2025-12-25 06:30:00,5,86.65,102.13,5.61,25.8,83.5,472.82,2025-12-25
Mumbai,18.9582,72.8321,2025-12-25 07:30:00,5,87.62,102.95,5.24,24.06,80.59,483.35,2025-12-25
Mumbai,18.9582,72.8321,2025-12-25 08:30:00,5,87.38,102.02,5.16,20.74,81.82,474.46,2025-12-25
Mumbai,18.9582,72.8321,2025-12-25 09:30:00,5,86.84,100.1,4.37,16.26,89.28,444.95,2025-12-25
Mumbai,18.9582,72.8321,2025-12-25 10:30:00,5,89.39,100.93,3.24,12.22,104.96,409.13,2025-12-25
Mumbai,18.9582,72.8321,2025-12-25 11:30:00,5,96.39,106.39,2.27,9.64,124.48,379.0,2025-12-25
Mumbai,18.9582,72.8321,2025-12-25 12:30:00,5,106.23,114.98,1.58,8.15,144.85,353.97,2025-12-25
Mumbai,18.9582,72.8321,2025-12-25 13:30:00,5,112.67,120.82,1.22,7.27,156.01,341.45,2025-12-25
Mumbai,18.9582,72.8321,2025-12-25 14:30:00,5,116.47,124.28,1.09,6.86,162.96,335.18,2025-12-25
Mumbai,18.9582,72.8321,2025-12-25 15:30:00,5,118.99,126.66,1.09,6.62,167.66,332.81,2025-12-25
Mumbai,18.9582,72.8321,2025-12-25 16:30:00,5,119.73,127.35,1.16,6.38,169.46,330.81,2025-12-25
Mumbai,18.9582,72.8321,2025-12-25 17:30:00,5,119.34,126.8,1.25,6.18,169.35,326.71,2025-12-25
Mumbai,18.9582,72.8321,2025-12-25 18:30:00,5,117.98,125.14,1.17,6.03,168.77,320.9,2025-12-25
Mumbai,18.9582,72.8321,2025-12-25 19:30:00,5,116.12,123.14,0.91,5.79,166.82,313.84,2025-12-25
Mumbai,18.9582,72.8321,2025-12-25 20:30:00,5,114.36,121.36,0.75,5.53,164.27,304.78,2025-12-25
Mumbai,18.9582,72.8321,2025-12-25 21:30:00,5,113.38,120.56,0.68,5.44,161.74,300.61,2025-12-25
Mumbai,18.9582,72.8321,2025-12-25 22:30:00,5,114.2,121.96,0.71,5.83,159.96,307.33,2025-12-25
Mumbai,18.9582,72.8321,2025-12-25 23:30:00,5,116.88,125.56,0.88,7.07,158.37,327.69,2025-12-25
Mumbai,18.9582,72.8321,2025-12-26 00:30:00,5,120.81,130.2,1.14,9.36,157.52,358.61,2025-12-26
Mumbai,18.9582,72.8321,2025-12-26 01:30:00,5,125.4,135.72,1.42,11.88,157.02,393.88,2025-12-26
Mumbai,18.9582,72.8321,2025-12-26 02:30:00,5,130.35,141.82,1.72,14.63,156.66,432.47,2025-12-26
Mumbai,18.9582,72.8321,2025-12-26 03:30:00,5,134.48,147.02,2.0,17.56,156.15,469.31,2025-12-26
Mumbai,18.9582,72.8321,2025-12-26 04:30:00,5,136.63,149.87,2.27,20.27,153.93,497.0,2025-12-26
Mumbai,18.9582,72.8321,2025-12-26 05:30:00,5,136.23,149.76,2.56,23.38,149.18,515.99,2025-12-26
Mumbai,18.9582,72.8321,2025-12-26 06:30:00,5,130.95,144.1,2.8,26.07,142.39,510.59,2025-12-26
Mumbai,18.9582,72.8321,2025-12-26 07:30:00,5,126.91,139.82,2.98,28.34,135.1,503.38,2025-12-26
Mumbai,18.9582,72.8321,2025-12-26 08:30:00,5,125.25,138.01,3.62,29.85,128.72,503.72,2025-12-26
Mumbai,18.9582,72.8321,2025-12-26 09:30:00,5,125.85,138.59,4.23,30.16,124.74,506.7,2025-12-26
Mumbai,18.9582,72.8321,2025-12-26 10:30:00,5,130.57,143.33,4.32,29.07,128.04,513.75,2025-12-26
Mumbai,18.9582,72.8321,2025-12-26 11:30:00,5,138.45,150.85,3.7,26.46,138.85,514.3,2025-12-26
Mumbai,18.9582,72.8321,2025-12-26 12:30:00,5,146.04,157.71,2.73,22.71,152.52,504.42,2025-12-26
Mumbai,18.9582,72.8321,2025-12-26 13:30:00,5,151.53,162.37,2.03,19.2,162.86,490.03,2025-12-26
Mumbai,18.9582,72.8321,2025-12-26 14:30:00,5,153.89,163.8,1.69,16.21,170.13,472.52,2025-12-26
Mumbai,18.9582,72.8321,2025-12-26 15:30:00,5,156.3,165.85,1.7,14.79,175.67,467.15,2025-12-26
Mumbai,18.9582,72.8321,2025-12-26 16:30:00,5,157.51,166.94,1.87,14.27,178.26,464.02,2025-12-26
Mumbai,18.9582,72.8321,2025-12-26 17:30:00,5,156.39,165.51,2.0,13.52,179.45,454.33,2025-12-26
Mumbai,18.9582,72.8321,2025-12-26 18:30:00,5,154.96,163.77,1.84,12.89,180.19,444.24,2025-12-26
Mumbai,18.9582,72.8321,2025-12-26 19:30:00,5,154.34,163.17,1.38,12.5,179.35,438.18,2025-12-26
Mumbai,18.9582,72.8321,2025-12-26 20:30:00,5,153.65,162.76,1.13,12.24,178.1,432.82,2025-12-26
Bangalore,12.9629,77.5775,2025-12-26 21:30:00,3,36.92,44.69,9.47,4.53,72.7,380.29,2025-12-26
Bangalore,12.9629,77.5775,2025-12-26 22:30:00,3,38.35,46.37,9.36,4.92,68.42,386.53,2025-12-26
Bangalore,12.9629,77.5775,2025-12-26 23:30:00,3,39.75,47.55,9.59,5.26,65.83,388.97,2025-12-26
Bangalore,12.9629,77.5775,2025-12-27 00:30:00,3,40.71,47.75,9.29,5.38,64.5,383.83,2025-12-27
Bangalore,12.9629,77.5775,2025-12-27 01:30:00,3,41.82,48.36,8.19,5.42,64.15,377.18,2025-12-27
Bangalore,12.9629,77.5775,2025-12-27 02:30:00,3,43.26,49.59,7.16,5.43,63.46,370.19,2025-12-27
Bangalore,12.9629,77.5775,2025-12-27 03:30:00,3,45.26,51.72,6.36,5.3,62.71,364.87,2025-12-27
Bangalore,12.9629,77.5775,2025-12-27 04:30:00,3,48.01,54.82,5.83,5.04,61.64,363.48,2025-12-27
Bangalore,12.9629,77.5775,2025-12-27 05:30:00,4,51.6,58.98,5.59,4.86,61.04,364.01,2025-12-27
Bangalore,12.9629,77.5775,2025-12-27 06:30:00,4,56.72,65.17,5.89,4.87,60.7,368.54,2025-12-27
Bangalore,12.9629,77.5775,2025-12-27 07:30:00,4,63.84,74.18,7.65,5.22,61.03,390.88,2025-12-27
Bangalore,12.9629,77.5775,2025-12-27 08:30:00,4,71.31,83.31,9.11,5.68,64.87,416.69,2025-12-27
Bangalore,12.9629,77.5775,2025-12-27 09:30:00,5,78.36,90.91,7.33,5.96,81.39,411.51,2025-12-27
Beijing,39.9042,116.4074,2025-12-26 21:30:00,5,367.06,442.92,95.38,103.99,0.0,3965.73,2025-12-26
Beijing,39.9042,116.4074,2025-12-26 22:30:00,5,371.99,445.21,97.54,97.2,0.0,4043.64,2025-12-26
Beijing,39.9042,116.4074,2025-12-26 23:30:00,5,378.69,450.11,101.0,95.89,0.0,4153.3,2025-12-26
Beijing,39.9042,116.4074,2025-12-27 00:30:00,5,385.49,455.28,105.64,98.4,0.0,4248.49,2025-12-27
Beijing,39.9042,116.4074,2025-12-27 01:30:00,5,392.81,461.14,110.97,101.45,0.0,4345.12,2025-12-27
Beijing,39.9042,116.4074,2025-12-27 02:30:00,5,399.8,466.93,116.72,106.1,0.0,4432.42,2025-12-27
Beijing,39.9042,116.4074,2025-12-27 03:30:00,5,408.17,474.69,122.24,109.46,0.0,4536.04,2025-12-27
Beijing,39.9042,116.4074,2025-12-27 04:30:00,5,427.94,496.83,126.96,110.56,0.0,4751.58,2025-12-27
Beijing,39.9042,116.4074,2025-12-27 05:30:00,5,450.13,522.84,131.53,113.65,0.0,4996.31,2025-12-27
Beijing,39.9042,116.4074,2025-12-27 06:30:00,5,462.3,537.47,134.98,120.58,0.4,5137.41,2025-12-27
Beijing,39.9042,116.4074,2025-12-27 07:30:00,5,470.12,547.43,136.86,124.69,2.51,5236.83,2025-12-27
Beijing,39.9042,116.4074,2025-12-27 08:30:00,5,468.05,546.03,139.1,129.51,5.88,5208.95,2025-12-27
Beijing,39.9042,116.4074,2025-12-27 09:30:00,5,298.51,357.44,130.56,277.21,11.28,3276.67,2025-12-27
Delhi,28.6139,77.209,2025-12-26 21:30:00,5,90.2,116.62,34.26,6.4,34.51,880.26,2025-12-26
Delhi,28.6139,77.209,2025-12-26 22:30:00,5,95.98,123.42,32.74,7.4,34.36,908.86,2025-12-26
Delhi,28.6139,77.209,2025-12-26 23:30:00,5,99.49,126.62,30.9,7.81,36.71,904.51,2025-12-26
Delhi,28.6139,77.209,2025-12-27 00:30:00,5,99.39,124.77,26.5,6.99,40.95,853.78,2025-12-27
Delhi,28.6139,77.209,2025-12-27 01:30:00,5,99.69,123.4,20.65,5.18,44.16,799.74,2025-12-27
Delhi,28.6139,77.209,2025-12-27 02:30:00,5,100.43,122.43,16.26,3.29,45.48,757.07,2025-12-27
Delhi,28.6139,77.209,2025-12-27 03:30:00,5,99.99,120.44,13.12,2.06,45.92,716.62,2025-12-27
Delhi,28.6139,77.209,2025-12-27 04:30:00,5,99.33,119.05,10.91,1.62,46.86,679.21,2025-12-27
Delhi,28.6139,77.209,2025-12-27 05:30:00,5,98.57,118.16,9.6,1.41,47.89,643.95,2025-12-27
Delhi,28.6139,77.209,2025-12-27 06:30:00,5,98.58,118.93,9.85,1.48,47.57,630.09,2025-12-27
Delhi,28.6139,77.209,2025-12-27 07:30:00,5,100.8,123.21,12.79,1.92,44.51,653.57,2025-12-27
Delhi,28.6139,77.209,2025-12-27 08:30:00,5,103.51,128.15,16.59,2.23,43.25,690.05,2025-12-27
Delhi,28.6139,77.209,2025-12-27 09:30:00,5,103.27,129.37,15.92,2.41,50.36,690.14,2025-12-27
Kolkata,22.5744,88.3629,2025-12-26 21:30:00,5,184.78,202.91,9.66,24.64,145.68,924.1,2025-12-26
Kolkata,22.5744,88.3629,2025-12-26 22:30:00,5,191.05,209.29,9.64,26.17,140.53,957.58,2025-12-26
Kolkata,22.5744,88.3629,2025-12-26 23:30:00,5,195.08,212.86,9.38,28.53,136.76,969.34,2025-12-26
Kolkata,22.5744,88.3629,2025-12-27 00:30:00,5,196.84,213.93,9.05,30.13,132.98,972.3,2025-12-27
Kolkata,22.5744,88.3629,2025-12-27 01:30:00,5,200.27,216.94,9.03,29.82,127.62,990.45,2025-12-27
Kolkata,22.5744,88.3629,2025-12-27 02:30:00,5,203.82,220.15,9.02,28.85,122.57,1007.89,2025-12-27
Kolkata,22.5744,88.3629,2025-12-27 03:30:00,5,207.62,223.64,9.28,27.46,116.33,1031.1,2025-12-27
Kolkata,22.5744,88.3629,2025-12-27 04:30:00,5,213.15,228.82,9.76,26.55,110.77,1052.85,2025-12-27
Kolkata,22.5744,88.3629,2025-12-27 05:30:00,5,220.55,236.0,10.61,26.42,103.93,1081.25,2025-12-27
Kolkata,22.5744,88.3629,2025-12-27 06:30:00,5,226.24,242.0,12.05,27.33,95.55,1115.89,2025-12-27
Kolkata,22.5744,88.3629,2025-12-27 07:30:00,5,231.05,247.82,14.99,29.86,87.38,1165.46,2025-12-27
Kolkata,22.5744,88.3629,2025-12-27 08:30:00,5,232.65,250.54,16.63,34.04,85.01,1201.84,2025-12-27
Kolkata,22.5744,88.3629,2025-12-27 09:30:00,5,227.18,245.6,15.46,41.1,94.98,1164.01,2025-12-27
Mumbai,18.9582,72.8321,2025-12-26 21:30:00,5,153.05,162.62,1.01,11.86,175.32,430.22,2025-12-26
Mumbai,18.9582,72.8321,2025-12-26 22:30:00,5,153.88,164.22,0.98,12.16,173.63,436.36,2025-12-26
Mumbai,18.9582,72.8321,2025-12-26 23:30:00,5,156.77,168.13,1.06,13.53,173.69,457.9,2025-12-26
Mumbai,18.9582,72.8321,2025-12-27 00:30:00,5,160.33,172.29,1.22,15.97,174.86,486.27,2025-12-27
Mumbai,18.9582,72.8321,2025-12-27 01:30:00,5,166.31,179.59,1.41,18.48,175.94,526.18,2025-12-27
Mumbai,18.9582,72.8321,2025-12-27 02:30:00,5,172.96,187.67,1.62,21.08,176.46,570.36,2025-12-27
Mumbai,18.9582,72.8321,2025-12-27 03:30:00,5,175.75,191.17,1.78,23.34,175.62,600.23,2025-12-27
Mumbai,18.9582,72.8321,2025-12-27 04:30:00,5,176.2,191.88,1.88,25.01,173.37,614.59,2025-12-27
Mumbai,18.9582,72.8321,2025-12-27 05:30:00,5,175.85,191.62,1.98,26.52,169.6,624.26,2025-12-27
Mumbai,18.9582,72.8321,2025-12-27 06:30:00,5,173.91,189.68,2.12,28.19,162.96,631.13,2025-12-27
Mumbai,18.9582,72.8321,2025-12-27 07:30:00,5,170.93,186.57,2.28,29.86,154.76,635.2,2025-12-27
Mumbai,18.9582,72.8321,2025-12-27 08:30:00,5,166.95,182.52,2.82,31.34,146.64,635.03,2025-12-27
Mumbai,18.9582,72.8321,2025-12-27 09:30:00,5,163.33,178.86,3.47,32.31,139.55,637.31,2025-12-27
